about_author,author,birthdate,deathdate,rating,title,url,website
"The Reverend Charles Lutwidge Dodgson, better known by the pen name Lewis Carroll, was an English author, mathematician, logician, Anglican clergyman and photographer. His most famous writings are Alice's Adventures in Wonderland and its sequel Through the Looking-Glass as well as the poems ""The Hunting of the Snark"" and ""Jabberwocky"", all considered to be within the genre of literary nonsense. Oxford scholar, Church of England Deacon, University Lecturer in Mathematics and Logic, academic author of learned theses, gifted pioneer of portrait photography, colourful writer of imaginative genius and yet a shy and pedantic man, Lewis Carroll stands pre-eminent in the pantheon of inventive literary geniuses. He also has works published under his real name.",Lewis Carroll,1832-01-27 00:00:00,1898-01-14 00:00:00,4.06,Alice’s Adventures in Wonderland / Through the Looking-Glass,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,
"Oscar Fingal O'Fflahertie Wills Wilde was an Irish poet and playwright. After writing in different forms throughout the 1880s, he became one of the most popular playwrights in London in the early 1890s. He is best remembered for his epigrams and plays, his novel The Picture of Dorian Gray, and his criminal conviction for gross indecency for homosexual acts. Wilde's parents were Anglo-Irish intellectuals in Dublin. In his youth, Wilde learned to speak fluent French and German. At university, he read Greats; he demonstrated himself to be an exceptional classicist, first at Trinity College Dublin, then at Magdalen College, Oxford. He became associated with the emerging philosophy of aestheticism, led by two of his tutors, Walter Pater and John Ruskin . After university, Wilde moved to London into fashionable cultural and social circles. Wilde tried his hand at various literary activities: he wrote a play, published a book of poems, lectured in the United States and Canada on ""The English Renaissance"" in art and interior decoration, and then returned to London where he lectured on his American travels and wrote reviews for various periodicals. Known for his biting wit, flamboyant dress and glittering conversational skill, Wilde became one of the best-known personalities of his day. At the turn of the 1890s, he refined his ideas about the supremacy of art in a series of dialogues and essays, and incorporated themes of decadence, duplicity, and beauty into what would be his only novel, The Picture of Dorian Gray (1890). Wilde returned to drama, writing Salome (1891) in French while in Paris, but it was refused a licence for England due to an absolute prohibition on the portrayal of Biblical subjects on the English stage. Undiscouraged, Wilde produced four society comedies in the early 1890s, which made him one of the most successful playwrights of late-Victorian London. At the height of his fame and success, while An Ideal Husband (1895) and The Importance of Being Earnest (1895) were still being performed in London, Wilde issued a civil writ against John Sholto Douglas , the 9th Marquess of Queensberry for criminal libel. The Marquess was the father of Wilde's lover, Lord Alfred Douglas . The libel hearings unearthed evidence that caused Wilde to drop his charges and led to his own arrest and criminal prosecution for gross indecency with other males. The jury was unable to reach a verdict and so a retrial was ordered. In the second trial Wilde was convicted and sentenced to two years' hard labour, the maximum penalty, and was jailed from 1895 to 1897. During his last year in prison he wrote De Profundis (published posthumously in abridged form in 1905), a long letter that discusses his spiritual journey through his trials and is a dark counterpoint to his earlier philosophy of pleasure. On the day of his release, he caught the overnight steamer to France, never to return to Britain or Ireland. In France and Italy, he wrote his last work, The Ballad of Reading Gaol (1898), a long poem commemorating the harsh rhythms of prison life.",Oscar Wilde,1854-10-16 00:00:00,1900-11-30 00:00:00,4.13,The Picture of Dorian Gray,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,
"Emily Brontë was an English novelist and poet whose singular contribution to literature, Wuthering Heights, is now celebrated as one of the most powerful and original novels in the English language. Born into the remarkable Brontë family on 30 July 1818 in Thornton, Yorkshire, she was the fifth of six children of Maria Branwell and Patrick Brontë , an Irish clergyman. Her early life was marked by both intellectual curiosity and profound loss. After the death of her mother in 1821 and the subsequent deaths of her two eldest sisters in 1825, Emily and her surviving siblings— Charlotte , Anne , and Branwell —were raised in relative seclusion in the moorland village of Haworth, where their imaginations flourished in a household shaped by books, storytelling, and emotional intensity. The Brontë children created elaborate fictional worlds, notably Angria and later Gondal, which served as an outlet for their creative energies. Emily, in particular, gravitated toward Gondal, a mysterious, windswept imaginary land she developed with her sister Anne. Her early poetry, much of it steeped in the mythology and characters of Gondal, demonstrated a remarkable lyrical force and emotional depth. These poems remained private until discovered by Charlotte in 1845, after which Emily reluctantly agreed to publish them in the 1846 collection Poems by Currer, Ellis, and Acton Bell, using the pseudonym Ellis Bell to conceal her gender. Though the volume sold few copies, critics identified Emily’s poems as the strongest in the collection, lauding her for their music, power, and visionary quality. Emily was intensely private and reclusive by nature. She briefly attended schools in Cowan Bridge and Roe Head but was plagued by homesickness and preferred the solitude of the Yorkshire moors, which inspired much of her work. She worked briefly as a teacher but found the demands of the profession exhausting. She also studied in Brussels with Charlotte in 1842, but again found herself alienated and yearning for home. Throughout her life, Emily remained closely bonded with her siblings, particularly Anne, and with the landscape of Haworth, where she drew on the raw, untamed beauty of the moors for both her poetry and her fiction. Her only novel, Wuthering Heights, was published in 1847, a year after the poetry collection, under her pseudonym Ellis Bell. Initially met with a mixture of admiration and shock, the novel’s structure, emotional intensity, and portrayal of violent passion and moral ambiguity stood in stark contrast to the conventions of Victorian fiction. Many readers, unable to reconcile its power with the expected gentility of a woman writer, assumed it had been written by a man. The novel tells the story of Heathcliff and Catherine Earnshaw—two characters driven by obsessive love, cruelty, and vengeance—and explores themes of nature, the supernatural, and the destructive power of unresolved emotion. Though controversial at the time, Wuthering Heights is now considered a landmark in English literature, acclaimed for its originality, psychological insight, and poetic vision. Emily's personality has been the subject of much speculation, shaped in part by her sister Charlotte’s later writings and by Victorian biographies that often sought to romanticize or domesticate her character. While some accounts depict her as intensely shy and austere, others highlight her fierce independence, deep empathy with animals, and profound inner life. She is remembered as a solitary figure, closely attuned to the rhythms of the natural world, with a quiet but formidable intellect and a passion for truth and freedom. Her dog, Keeper, was a constant companion and, according to many, a window into her capacity for fierce, loyal love. Emily Brontë died of tuberculosis on 19 December 1848 at the age of thirty, just a year after the publication of her novel. Her early death, following those of her brother Branwell and soon to",Emily Brontë,1818-07-30 00:00:00,1848-12-19 00:00:00,3.9,Wuthering Heights,https://www.goodreads.com/book/show/6185.Wuthering_Heights,
"Louisa May Alcott was an American novelist, short story writer, and poet best known for writing the novel Little Women (1868) and its sequels Good Wives (1869), Little Men (1871) and Jo's Boys (1886). Raised in New England by her transcendentalist parents, Abigail May Alcott and Amos Bronson Alcott , she grew up among many well-known intellectuals of the day, including Margaret Fuller , Ralph Waldo Emerson , Nathaniel Hawthorne , Henry David Thoreau , and Henry Wadsworth Longfellow . Alcott's family suffered from financial difficulties, and while she worked to help support the family from an early age, she also sought an outlet in writing. She began to receive critical success for her writing in the 1860s. Early in her career, she sometimes used pen names such as A.M. Barnard , under which she wrote lurid short stories and sensation novels for adults that focused on passion and revenge. Published in 1868, Little Women is set in the Alcott family home, Orchard House, in Concord, Massachusetts, and is loosely based on Alcott's childhood experiences with her three sisters, Abigail May Alcott Nieriker , Elizabeth Sewall Alcott, and Anna Bronson Alcott Pratt . The novel was well-received at the time and is still popular today among both children and adults. It has been adapted for stage plays, films, and television many times. Alcott was an abolitionist and a feminist and remained unmarried throughout her life. She also spent her life active in reform movements such as temperance and women's suffrage. She died from a stroke in Boston on March 6, 1888, just two days after her father's death.",Louisa May Alcott,1832-11-29 00:00:00,1888-03-06 00:00:00,4.17,Little Women,https://www.goodreads.com/book/show/1934.Little_Women,http://www.louisamayalcott.org
"Hosseini was born in Kabul, Afghanistan, in 1965. In 1970 Hosseini and his family moved to Iran where his father worked for the Embassy of Afghanistan in Tehran. In 1973 Hosseini's family returned to Kabul, and Hosseini's youngest brother was born in July of that year. In 1976, when Hosseini was 11 years old, Hosseini's father obtained a job in Paris, France, and moved the family there. They were unable to return to Afghanistan because of the Saur Revolution in which the PDPA communist party seized power through a bloody coup in April 1978. Instead, a year after the Soviet invasion of Afghanistan, in 1980 they sought political asylum in the United States and made their residence in San Jose, California. Hosseini graduated from Independence High School in San Jose in 1984 and enrolled at Santa Clara University, where he earned a bachelor's degree in biology in 1988. The following year, he entered the University of California, San Diego, School of Medicine, where he earned his M.D. in 1993. He completed his residency in internal medicine at Cedars-Sinai Medical Center in Los Angeles in 1996. He practiced medicine for over ten years, until a year and a half after the release of The Kite Runner. Hosseini is currently a Goodwill Envoy for the United Nations High Commissioner for Refugees (UNHCR). He has been working to provide humanitarian assistance in Afghanistan through the Khaled Hosseini Foundation. The concept for the foundation was inspired by the trip to Afghanistan that Hosseini made in 2007 with UNHCR. He lives in Northern California with his wife, Roya, and their two children (Harris and Farah).",Khaled Hosseini,1965-03-04 00:00:00,,4.36,The Kite Runner,https://www.goodreads.com/book/show/77203.The_Kite_Runner,http://www.khaledhosseini.com/
"Charlotte Brontë was an English novelist, the eldest out of the three famous Brontë sisters whose novels have become standards of English literature. See also Emily Brontë and Anne Brontë . Charlotte Brontë was born in Thornton, Yorkshire, England, the third of six children, to Patrick Brontë (formerly ""Patrick Brunty""), an Irish Anglican clergyman, and his wife, Maria Branwell. In April 1820 the family moved a few miles to Haworth, a remote town on the Yorkshire moors, where Patrick had been appointed Perpetual Curate. This is where the Brontë children would spend most of their lives. Maria Branwell Brontë died from what was thought to be cancer on 15 September 1821, leaving five daughters and a son to the care of her spinster sister Elizabeth Branwell, who moved to Yorkshire to help the family. In August 1824 Charlotte, along with her sisters Emily, Maria, and Elizabeth, was sent to the Clergy Daughters' School at Cowan Bridge in Lancashire, a new school for the daughters of poor clergyman (which she would describe as Lowood School in Jane Eyre). The school was a horrific experience for the girls and conditions were appalling. They were regularly deprived of food, beaten by teachers and humiliated for the slightest error. The school was unheated and the pupils slept two to a bed for warmth. Seven pupils died in a typhus epidemic that swept the school and all four of the Brontë girls became very ill - Maria and Elizabeth dying of tuberculosis in 1825. Her experiences at the school deeply affected Brontë - her health never recovered and she immortalised the cruel and brutal treatment in her novel, Jane Eyre . Following the tragedy, their father withdrew his daughters from the school. At home in Haworth Parsonage, Charlotte and the other surviving children — Branwell, Emily, and Anne — continued their ad-hoc education. In 1826 her father returned home with a box of toy soldiers for Branwell. They would prove the catalyst for the sisters' extraordinary creative development as they immediately set to creating lives and characters for the soldiers, inventing a world for them which the siblings called 'Angria'. The siblings became addicted to writing, creating stories, poetry and plays. Brontë later said that the reason for this burst of creativity was that: 'We were wholly dependent on ourselves and each other, on books and study, for the enjoyments and occupations of life. The highest stimulus, as well as the liveliest pleasure we had known from childhood upwards, lay in attempts at literary composition.' After her father began to suffer from a lung disorder, Charlotte was again sent to school to complete her education at Roe Head school in Mirfield from 1831 to 1832, where she met her lifelong friends and correspondents, Ellen Nussey and Mary Taylor. During this period (1833), she wrote her novella The Green Dwarf under the name of Wellesley. The school was extremely small with only ten pupils meaning the top floor was completely unused and believed to be supposedly haunted by the ghost of a young lady dressed in silk. This story fascinated Brontë and inspired the figure of Mrs Rochester in Jane Eyre . Brontë left the school after a few years, however she swiftly returned in 1835 to take up a position as a teacher, and used her wages to pay for Emily and Anne to be taught at the school. Teaching did not appeal to Brontë and in 1838 she left Roe Head to become a governess to the Sidgewick family -- partly from a sense of adventure and a desire to see the world, and partly from financial necessity. Charlotte became pregnant soon after her wedding, but her health declined rapidly and, according to biographer Elizabeth Gaskell, she was attacked by ""sensations of perpetual nausea and ever-recurring faintness."" She died, with her unborn child, on 31 March 1855.",Charlotte Brontë,1816-04-21 00:00:00,1855-03-31 00:00:00,4.16,Jane Eyre,https://www.goodreads.com/book/show/10210.Jane_Eyre,
"Francis Scott Key Fitzgerald, widely known simply as Scott Fitzgerald, was an American novelist, essayist, and short story writer. He is best known for his novels depicting the flamboyance and excess of the Jazz Age, a term he popularized in his short story collection Tales of the Jazz Age. During his lifetime, he published four novels, four story collections, and 164 short stories. Although he achieved temporary popular success and fortune in the 1920s, Fitzgerald received critical acclaim only after his death and is now widely regarded as one of the greatest American writers of the 20th century. Born into a middle-class family in Saint Paul, Minnesota, Fitzgerald was raised primarily in New York state. He attended Princeton University where he befriended future literary critic Edmund Wilson . Owing to a failed romantic relationship with Chicago socialite Ginevra King, he dropped out in 1917 to join the United States Army during World War I. While stationed in Alabama, he met Zelda Sayre , a Southern debutante who belonged to Montgomery's exclusive country-club set. Although she initially rejected Fitzgerald's marriage proposal due to his lack of financial prospects, Zelda agreed to marry him after he published the commercially successful This Side of Paradise (1920). The novel became a cultural sensation and cemented his reputation as one of the eminent writers of the decade. His second novel, The Beautiful and Damned (1922), propelled him further into the cultural elite. To maintain his affluent lifestyle, he wrote numerous stories for popular magazines such as The Saturday Evening Post, Collier's Weekly, and Esquire. During this period, Fitzgerald frequented Europe, where he befriended modernist writers and artists of the ""Lost Generation"" expatriate community, including Ernest Hemingway . His third novel, The Great Gatsby (1925), received generally favorable reviews but was a commercial failure, selling fewer than 23,000 copies in its first year. Despite its lackluster debut, The Great Gatsby is now hailed by some literary critics as the ""Great American Novel"". Following the deterioration of his wife's mental health and her placement in a mental institute for schizophrenia, Fitzgerald completed his final novel, Tender Is the Night (1934). Struggling financially because of the declining popularity of his works during the Great Depression, Fitzgerald moved to Hollywood, where he embarked upon an unsuccessful career as a screenwriter. While living in Hollywood, he cohabited with columnist Sheilah Graham , his final companion before his death. After a long struggle with alcoholism, he attained sobriety only to die of a heart attack in 1940, at 44. His friend Edmund Wilson edited and published an unfinished fifth novel, The Last Tycoon (1941), after Fitzgerald's death. In 1993, a new edition was published as The Love of the Last Tycoon, edited by Matthew J. Bruccoli .",F. Scott Fitzgerald,1896-09-24 00:00:00,1940-12-21 00:00:00,3.93,The Great Gatsby,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,
"Librarian Note: There is more than one author in the Goodreads database with this name. See this thread for more information. Annelies Marie Frank was a German-born Jewish girl who kept a diary documenting her life in hiding amid Nazi persecution during the German occupation of the Netherlands. A celebrated diarist, Frank described everyday life from her family's hiding place in an Amsterdam attic. She gained fame posthumously and became one of the most-discussed Jewish victims of the Holocaust with the 1947 publication of The Diary of a Young Girl (originally Het Achterhuis in Dutch, lit. 'the back house'; English: The Secret Annex), which documents her life in hiding from 1942 to 1944. It is one of the world's best-known books and has been the basis for several plays and films. Frank was born in Frankfurt, Germany, in 1929. In 1934, when she was four-and-a-half, Frank and her family moved to Amsterdam in the Netherlands after Adolf Hitler and the Nazi Party gained control over Germany. By May 1940, the family was trapped in Amsterdam by the German occupation of the Netherlands. Frank lost her German citizenship in 1941 and became stateless. Despite spending most of her life in the Netherlands and being a de facto Dutch national, she never officially became a Dutch citizen. As persecutions of the Jewish population increased in July 1942, the family went into hiding in concealed rooms behind a bookcase in the building where Frank's father, Otto Frank , worked. The hiding place is notably referred to as the ""secret annex"". Until the family's arrest by the Gestapo on 4 August 1944, Frank kept and regularly wrote in a diary she had received as a birthday present in 1942. Following their arrest, the Franks were transported to concentration camps. On 1 November 1944, Anne Frank and her sister, Margot, were transferred from Auschwitz to Bergen-Belsen concentration camp, where they died (presumably of typhus) a few months later. They were estimated by the Red Cross to have died in March, with Dutch authorities setting 31 March as the official date. Later research has alternatively suggested that they may have died in February or early March. Otto, the only Holocaust survivor in the Frank family, returned to Amsterdam after World War II to find that Anne's diary had been saved by his secretaries, Miep Gies and Bep Voskuijl. Moved by his daughter's repeated wishes to be an author, Otto Frank published her diary in 1947. It was translated from its original Dutch version and first published in English in 1952 as The Diary of a Young Girl, and has since been translated into over 70 languages.",Anne Frank,1929-06-12 00:00:00,1945-03-31 00:00:00,4.2,The Diary of a Young Girl,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,http://www.annefrank.org/
"Ally Carter writes books about sneaky people and movies about Christmas. She is the New York Times Best-selling author of the Gallagher Girls, Heist Society, and Embassy Row series for teens as well as WINTERBORNE HOME FOR VENGEANCE AND VALOR for younger readers. Her books have been published all over the world, in over twenty languages. She encourages you to visit her online at allycarter.com and embassyrowbooks.com.",Ally Carter,,,3.91,Heist Society,https://www.goodreads.com/book/show/6574102-heist-society,http://allycarter.com/
"Just letting you all know: I'm only going to review books I love. There's enough negative criticism without me piling on. A book is too hard to write. Gail Carson Levine grew up in New York City and began writing seriously in 1987. Her first book for children, Ella Enchanted, was a 1998 Newbery Honor Book. Levine's other books include Fairest; Dave at Night, an ALA Notable Book and Best Book for Young Adults; The Wish; The Two Princesses of Bamarre; and the six Princess Tales books. She is also the author of the nonfiction book Writing Magic: Creating Stories That Fly and the picture book Betsy Who Cried Wolf, illustrated by Scott Nash. Gail, her husband, David, and their Airedale, Baxter, live in a 1790 farmhouse in the Hudson River Valley of New York State.",Gail Carson Levine,1947-09-17 00:00:00,,3.89,Fairest,https://www.goodreads.com/book/show/183660.Fairest,http://gailcarsonlevine.com/
"Shannon Hale is the New York Times best-selling author of six young adult novels: the Newbery Honor book Princess Academy, multiple award winner Book of a Thousand Days, and the highly acclaimed Books of Bayern series. She has written three books for adults, including the upcoming Midnight in Austenland (Jan. 2012), companion book to Austenland. She co-wrote the hit graphic novel Rapunzel's Revenge and its sequel Calamity Jack with husband Dean Hale. They live near Salt Lake City, Utah with their four small children, and their pet, a small, plastic pig.",Shannon Hale,,,4.15,The Goose Girl,https://www.goodreads.com/book/show/179064.The_Goose_Girl,http://www.squeetus.com/
"Scott Westerfeld is a New York Times bestselling author of YA. He is best known for the Uglies and Leviathan series. His current series, IMPOSTORS, returns to the world of Uglies. The next book in that series, MIRROR'S EDGE, comes out April 6, 2021.",Scott Westerfeld,,,3.75,Specials,https://www.goodreads.com/book/show/24765.Specials,http://www.scottwesterfeld.com/
"Lauren Kate is the author of novels 15 novels including the FALLEN series, now an Emmy-winning television series on AMC+. Her forthcoming angel-focused romantasy trilogy, WHITE LIGHTS, will publish in June 2026. She lives in Laurel Canyon with her family.",Lauren Kate,,,3.84,Torment,https://www.goodreads.com/book/show/7740152-torment,http://laurenkatebooks.net/
"Donna Tartt is an American author who has achieved critical and public acclaim for her novels, which have been published in forty languages. In 2003 she received the WH Smith Literary Award for her novel, The Little Friend, which was also nominated for the Orange Prize for Fiction. She won the Pulitzer Prize and the Andrew Carnegie Medal for Fiction for her most recent novel, The Goldfinch.",Donna Tartt,1963-12-23 00:00:00,,4.15,The Secret History,https://www.goodreads.com/book/show/29044.The_Secret_History,
"Librarian Note: There is more than one author in the Goodreads database with this name. Patricia Briggs was born in Butte, Montana, to a children’s librarian who passed on to her kids a love of reading and books. Patricia grew up reading fairy tales and books about horses, and later developed an interest in folklore and history. When she decided to write a book of her own, a fantasy book seemed a natural choice. Patricia graduated from Montana State University with degrees in history and German and she worked for a while as a substitute teacher. Currently, she lives in Montana with her husband, children, and six horses and writes full time, much to the delight of her fans.",Patricia Briggs,1965-12-21 00:00:00,,4.14,Moon Called,https://www.goodreads.com/book/show/71811.Moon_Called,https://www.patriciabriggs.com
"Cassandra Clare was born to American parents in Tehran, Iran and spent much of her childhood travelling the world with her family, including one trek through the Himalayas as a toddler where she spent a month living in her father’s backpack. She lived in France, England and Switzerland before she was ten years old. Since her family moved around so much she found familiarity in books and went everywhere with a book under her arm. She spent her high school years in Los Angeles where she used to write stories to amuse her classmates, including an epic novel called “The Beautiful Cassandra” based on a Jane Austen short story of the same name (and which later inspired her current pen name). After college, Cassie lived in Los Angeles and New York where she worked at various entertainment magazines and even some rather suspect tabloids where she reported on Brad and Angelina’s world travels and Britney Spears’ wardrobe malfunctions. She started working on her YA novel, City of Bones, in 2004, inspired by the urban landscape of Manhattan, her favourite city. She turned to writing fantasy fiction full time in 2006 and hopes never to have to write about Paris Hilton again. Cassie’s first professional writing sale was a short story called “The Girl’s Guide to Defeating the Dark Lord” in a Baen anthology of humor fantasy. Cassie hates working at home alone because she always gets distracted by reality TV shows and the antics of her cats, so she usually sets out to write in local coffee shops and restaurants. She likes to work in the company of her friends, who see that she sticks to her deadlines. City of Bones was her first novel. Sword Catcher is her most recent novel.",Cassandra Clare,,,4.55,Clockwork Princess,https://www.goodreads.com/book/show/18335634-clockwork-princess,http://www.cassandraclare.com/
"Anna Godbersen was born in Berkeley, California, and educated at Barnard College. She currently lives in Brooklyn with her husband.",Anna Godbersen,1980-04-10 00:00:00,,3.65,The Luxe,https://www.goodreads.com/book/show/1254951.The_Luxe,http://www.annagodbersen.com/
Rachel Caine was a pen name of Roxanne Longstreet Conrad . She has also published as: Roxanne Longstreet Roxanne Conrad Julie Fortune Ian Hammell Her Facebook page: https://www.facebook.com/rachelcainef... Her Instagram page: https://www.instagram.com/rachelcaine...,Rachel Caine,1962-04-27 00:00:00,2020-11-01 00:00:00,3.92,Glass Houses,https://www.goodreads.com/book/show/27266.Glass_Houses,http://www.rachelcaine.com/
"Angie Sage (born 1952) is the author of the Septimus Heap series which includes Magyk, Flyte, Physik, Queste, Syren, Darke and Fyre. She also wrote the Todhunter Moon series, and the Magykal Papers, an additional book with extra information about Septimus' world. She is also the illustrator and/or writer of many children's books, and is the new writer of the Araminta Spookie series. Angie Sage grew up in Thames Valley, London and Kent. Her father was a publisher. He would bring home blank books that she could fill with pictures and stories. Sage first studied medicine, but changed her mind and went to Art School in Leicester. There she studied Graphic Design and Illustration. She began illustrating books after college. Then she progressed to writing children stories, including toddler books and chapter books. Her first novel was Septimus Heap: Magyk. Angie Sage is married and has two daughters, Laurie and Lois.",Angie Sage,,,3.86,Magyk,https://www.goodreads.com/book/show/769483.Magyk,http://www.angiesage.com/
"Hi! I write fantasy books. My latest is STRANGE THE DREAMER, about a young librarian, a mythic lost city, and the half-human children of murdered gods. Check it out :-) Before that I wrote the DAUGHTER OF SMOKE & BONE trilogy, which has been translated into 32 languages. It's about a blue-haired art student raised by monsters, a broken angel, and a war that has raged for 1000 years in another world. I also wrote LIPS TOUCH: THREE TIMES, which was a National Book Award finalist, and the DREAMDARK books. As well as various short stories and novellas. Thanks for reading!! www.lainitaylor.com @lainitaylor",Laini Taylor,,,3.99,Daughter of Smoke & Bone,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,http://www.lainitaylor.com
"Christopher Paolini was born in Southern California and has lived most of his life in Paradise Valley, Montana. He published his first novel, Eragon , in 2003 at the age of nineteen, and quickly became a publishing phenomenon. His Inheritance Cycle— Eragon and its three sequels—have sold nearly 40 million copies worldwide. To Sleep in a Sea of Stars was his first adult novel. Visit Paolini.net and Fractalverse.net for the latest news about this project and follow Christopher on Facebook , Instagram , Twitter , and TikTok .",Christopher Paolini,1983-11-17 00:00:00,,4.11,Brisingr,https://www.goodreads.com/book/show/2248573.Brisingr,http://www.paolini.net/
"PC was born in the Midwest, and grew up being shuttled back-and-forth between Illinois and Oklahoma, which is where she fell in love with Quarter Horses and mythology (at about the same time). After high school, she joined the United States Air Force and began public speaking and writing. After her tour in the USAF, she taught high school for 15 years before retiring to write full time. PC is a #1 New York Times and #1 USA Today Best-Selling author and a member of the Oklahoma Writers Hall of Fame. Her novels have been awarded the prestigious: Oklahoma Book Award, YALSA Quick Pick for Reluctant Readers, Romantic Times Reviewers’ Choice Award, the Prism, Holt Medallion, Daphne du Maurier, Booksellers’ Best, and the Laurel Wreath. PC is an experienced teacher and talented speaker. Ms. Cast lives in Oregon near her fabulous daughter, her adorable pack of dogs, her eccentric Maine Coon, and a bunch of horses. House of Night Other World, book 4, FOUND, releases July 7th, 2020. More info to come soon about the HoN TV series!",P.C. Cast,,,3.95,Tempted,https://www.goodreads.com/book/show/6262365-tempted,http://www.pccastworlds.com
"Rachel Hawkins is the New York Times bestselling author of The Wife Upstairs, Reckless Girls, The Villa, and The Heiress, as well as multiple books for young readers. Her work has been translated into over two dozen languages. She studied gender and sexuality in Victorian literature at Auburn University and currently lives in Alabama.",Rachel Hawkins,,,3.92,Hex Hall,https://www.goodreads.com/book/show/5287473-hex-hall,https://www.rachelhawkinsbooks.com
"Kelley Armstrong has been telling stories since before she could write. Her earliest written efforts were disastrous. If asked for a story about girls and dolls, hers would invariably feature undead girls and evil dolls, much to her teachers' dismay. All efforts to make her produce ""normal"" stories failed. Today, she continues to spin tales of ghosts and demons and werewolves, while safely locked away in her basement writing dungeon. She's the author of the NYT-bestselling ""Women of the Otherworld"" paranormal suspense series and ""Darkest Powers"" young adult urban fantasy trilogy, as well as the Nadia Stafford crime series. Armstrong lives in southwestern Ontario with her husband, kids and far too many pets.",Kelley Armstrong,,,4.14,The Awakening,https://www.goodreads.com/book/show/5391115-the-awakening,http://www.kelleyarmstrong.com/
"Margaret Peterson Haddix grew up on a farm near Washington Court House, Ohio. She graduated from Miami University (of Ohio) with degrees in English/journalism, English/creative writing and history. Before her first book was published, she worked as a newspaper copy editor in Fort Wayne, Indiana; a newspaper reporter in Indianapolis; and a community college instructor and freelance writer in Danville, Illinois. She has since written more than 25 books for kids and teens, including Running Out of Time ; Don’t You Dare Read This, Mrs. Dunphrey ; Leaving Fishers ; Just Ella ; Turnabout ; Takeoffs and Landings ; The Girl with 500 Middle Names ; Because of Anya ; Escape from Memory ; Say What? ; The House on the Gulf ; Double Identity ; Dexter the Tough ; Uprising ; Palace of Mirrors ; Claim to Fame ; the Shadow Children series; and the Missing series. She also wrote Into the Gauntlet , the tenth book in the 39 Clues series. Her books have been honored with New York Times bestseller status, the International Reading Association’s Children’s Book Award; American Library Association Best Book and Quick Pick for Reluctant Young Adult Readers notations; and more than a dozen state reader’s choice awards. Haddix and her husband, Doug, now live in Columbus, Ohio, with their two children.",Margaret Peterson Haddix,1964-04-09 00:00:00,,3.99,Among the Hidden,https://www.goodreads.com/book/show/227651.Among_the_Hidden,http://www.haddixbooks.com
"BRANDON MULL is the #1 New York Times best-selling author of the Fablehaven, Dragonwatch, Beyonders, and Five Kingdoms series. A kinetic thinker, Brandon enjoys bouncy balls, squeezable stress toys, and popping bubble wrap. He lives in Utah in a happy little valley near the mouth of a canyon with his wife, Erlyn, their eleven children, and three mischievous cats. Brandon loves meeting his readers and hearing about their experiences with his books.",Brandon Mull,,,4.14,Fablehaven,https://www.goodreads.com/book/show/44652.Fablehaven,http://www.brandonmull.com
"Becca Fitzpatrick grew up reading Nancy Drew and Trixie Belden with a flashlight under the covers. She graduated college with a degree in health, which she promptly abandoned for storytelling. When not writing, she's most likely prowling sale racks for reject shoes, running, or watching crime dramas on TV. She is the author of the bestselling HUSH, HUSH Saga. Her new book BLACK ICE arrives in bookstores everywhere October 7, 2014.",Becca Fitzpatrick,,,3.97,Crescendo,https://www.goodreads.com/book/show/7791997-crescendo,http://www.beccafitzpatrick.com
"When Maria V. Snyder was younger, she aspired to be a storm chaser in the American Midwest so she attended Pennsylvania State University and earned a Bachelor of Science degree in Meteorology. Much to her chagrin, forecasting the weather wasn’t in her skill set so she spent a number of years as an environmental meteorologist, which is not exciting...at all. Bored at work and needing a creative outlet, she started writing fantasy and science fiction stories. Over twenty four novels and two short story collections later, Maria’s learned a thing or three about writing. She’s been on the New York Times bestseller list, won a dozen awards, and has earned her Masters of Arts degree in Writing from Seton Hill University, where she is now a faculty member. Her favorite color is red. She loves dogs, but is allergic, instead she has a big black tom cat named…Kitty (apparently naming cats isn’t in her skill set either). Maria also has a husband and two children who are an inspiration for her writing when they aren't being a distraction. Note: She mentions her cat before her family. When she's not writing she's either playing pickleball, traveling, or taking pictures. Being a writer, though is a ton of fun. Where else can you take fencing lessons, learn how to ride a horse, study marital arts, learn how to pick a lock, take glass blowing classes and attend Astronomy Camp and call it research? Maria will be the first one to tell you it's not working as a meteorologist. Readers are welcome to check out her website for book excerpts, free short stories, maps, blog, and her schedule at http://www.MariaVSnyder.com .",Maria V. Snyder,,,4.08,Poison Study,https://www.goodreads.com/book/show/60510.Poison_Study,http://www.mariavsnyder.com
"Cornelia Funke is a multiple award-winning German illustrator and storyteller, who writes fantasy for all ages of readers. Amongst her best known books is the Inkheart trilogy. Many of Cornelia's titles are published all over the world and translated into more than 30 languages. She has two children, two birds and a very old dog and lives in Los Angeles, California.",Cornelia Funke,1958-12-10 00:00:00,,3.95,Inkspell,https://www.goodreads.com/book/show/28195.Inkspell,http://www.corneliafunke.com/
